Time,Image,CommandLine,ParentImage,Risk
2026-03-02T08:22:25.6333344Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalCache\EBWebView"" --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --embedded-browser-webview=1 --disable-gpu-compositing --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --js-flags=""--expose-gc --ms-user-locale=en_IN"" --time-ticks-at-unix-epoch=-1772439453691936 --launch-time-ticks=291855648 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=3816,i,5014460956136377074,721128241607916248,2097152 --field-trial-handle=1600,i,8149385401697549964,8949977479583912767,262144 --variations-seed-version --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3732 /pfhostedapp:7b58836e2c8076d80f42e77e843b25a42007b878 /prefetch:1",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:22:25.3609956Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalCache\EBWebView"" --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --embedded-browser-webview=1 --startup-read-main-dll --metrics-shmem-handle=2416,i,9970519787823463638,14577658733031727256,524288 --field-trial-handle=1600,i,8149385401697549964,8949977479583912767,262144 --variations-seed-version --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2428 /prefetch:13 /pfhostedapp:7b58836e2c8076d80f42e77e843b25a42007b878",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:22:25.2871022Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalCache\EBWebView"" --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --embedded-browser-webview=1 --startup-read-main-dll --metrics-shmem-handle=2180,i,11759020537193922282,887558325945517595,524288 --field-trial-handle=1600,i,8149385401697549964,8949977479583912767,262144 --variations-seed-version --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2168 /prefetch:11 /pfhostedapp:7b58836e2c8076d80f42e77e843b25a42007b878",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:22:25.2857526Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalCache\EBWebView"" --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --embedded-browser-webview=1 --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAAAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --use-angle=d3d11-warp-webgl --startup-read-main-dll --metrics-shmem-handle=1872,i,12230778427523857546,1892057147595437178,262144 --field-trial-handle=1600,i,8149385401697549964,8949977479583912767,262144 --variations-seed-version --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=2000 /prefetch:2 /pfhostedapp:7b58836e2c8076d80f42e77e843b25a42007b878",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:22:24.9195651Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\kotra\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalCache\EBWebView /prefetch:4 /pfhostedapp:7b58836e2c8076d80f42e77e843b25a42007b878 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\kotra\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalCache\EBWebView\Crashpad --metrics-dir=C:\Users\kotra\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalCache\EBWebView --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=145.0.7632.117 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=145.0.3800.82 --initial-client-data=0x178,0x17c,0x180,0x154,0x188,0x7ffe25a30f18,0x7ffe25a30f24,0x7ffe25a30f30",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:22:24.8509787Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalCache\EBWebView"" --noerrdialogs --edge-webview-disable-crash-reporting=1 --embedded-browser-webview-enable-extension --disable-gpu --edge-webview-is-background --mojo-named-platform-channel-pipe=12132.3008.13321767535910478663 /pfhostedapp:7b58836e2c8076d80f42e77e843b25a42007b878",C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2606.102.0_x64__cv1g1gvanyjgm\WhatsApp.Root.exe,Low
2026-03-02T08:22:24.2750781Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s CaptureService,C:\Windows\System32\services.exe,Low
2026-03-02T08:22:22.1906717Z,C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2606.102.0_x64__cv1g1gvanyjgm\WhatsApp.Root.exe,"""C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2606.102.0_x64__cv1g1gvanyjgm\WhatsApp.Root.exe""",C:\Windows\System32\sihost.exe,Low
2026-03-02T08:22:19.0212445Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\ProgramData\McAfee\WebAdvisor\UIManager.dll_pr\S-1-5-21-3141428892-2567171594-816475891-1002\wa1772439738\EBWebView"" --webview-exe-name=UIHost.exe --webview-exe-version=4,1,1,0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=0 --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --js-flags=""--expose-gc --ms-user-locale=en_IN"" --time-ticks-at-unix-epoch=-1772439453691937 --launch-time-ticks=285254158 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=3988,i,12045836468336917378,14493485313160907579,2097152 --field-trial-handle=1952,i,15798820768879479135,12193907822845168237,262144 --variations-seed-version --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3948 /pfhostedapp:6bb39b001cedcb2b3802ecd0a020fc06104145c7 /prefetch:1",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:22:18.8025906Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --noerrdialogs --user-data-dir=""C:\ProgramData\McAfee\WebAdvisor\UIManager.dll_pr\S-1-5-21-3141428892-2567171594-816475891-1002\wa1772439738\EBWebView"" --webview-exe-name=UIHost.exe --webview-exe-version=4,1,1,0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=0 --startup-read-main-dll --metrics-shmem-handle=2372,i,5348954592958810753,14043227639994747060,524288 --field-trial-handle=1952,i,15798820768879479135,12193907822845168237,262144 --variations-seed-version --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2392 /prefetch:13 /pfhostedapp:6bb39b001cedcb2b3802ecd0a020fc06104145c7",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:22:18.7381541Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\ProgramData\McAfee\WebAdvisor\UIManager.dll_pr\S-1-5-21-3141428892-2567171594-816475891-1002\wa1772439738\EBWebView"" --webview-exe-name=UIHost.exe --webview-exe-version=4,1,1,0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=0 --startup-read-main-dll --metrics-shmem-handle=2064,i,6949871541531773788,10690700800849039650,524288 --field-trial-handle=1952,i,15798820768879479135,12193907822845168237,262144 --variations-seed-version --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2072 /prefetch:11 /pfhostedapp:6bb39b001cedcb2b3802ecd0a020fc06104145c7",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:22:18.7320131Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\ProgramData\McAfee\WebAdvisor\UIManager.dll_pr\S-1-5-21-3141428892-2567171594-816475891-1002\wa1772439738\EBWebView"" --webview-exe-name=UIHost.exe --webview-exe-version=4,1,1,0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=0 --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --startup-read-main-dll --metrics-shmem-handle=1744,i,8345377448359340947,3215159871164782480,262144 --field-trial-handle=1952,i,15798820768879479135,12193907822845168237,262144 --variations-seed-version --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1936 /prefetch:2 /pfhostedapp:6bb39b001cedcb2b3802ecd0a020fc06104145c7",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:22:18.4489714Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\ProgramData\McAfee\WebAdvisor\UIManager.dll_pr\S-1-5-21-3141428892-2567171594-816475891-1002\wa1772439738\EBWebView /prefetch:4 /pfhostedapp:6bb39b001cedcb2b3802ecd0a020fc06104145c7 --monitor-self-annotation=ptype=crashpad-handler --database=C:\ProgramData\McAfee\WebAdvisor\UIManager.dll_pr\S-1-5-21-3141428892-2567171594-816475891-1002\wa1772439738\EBWebView\Crashpad --metrics-dir=C:\ProgramData\McAfee\WebAdvisor\UIManager.dll_pr\S-1-5-21-3141428892-2567171594-816475891-1002\wa1772439738\EBWebView --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=145.0.7632.117 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=145.0.3800.82 --initial-client-data=0x174,0x178,0x17c,0x150,0x184,0x7ffe25a30f18,0x7ffe25a30f24,0x7ffe25a30f30",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:22:18.3839152Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=UIHost.exe --webview-exe-version=4,1,1,0 --user-data-dir=""C:\ProgramData\McAfee\WebAdvisor\UIManager.dll_pr\S-1-5-21-3141428892-2567171594-816475891-1002\wa1772439738\EBWebView"" --noerrdialogs --embedded-browser-webview-dpi-awareness=0 --mojo-named-platform-channel-pipe=1232.5056.8051065738344432070 /pfhostedapp:6bb39b001cedcb2b3802ecd0a020fc06104145c7",C:\Program Files\McAfee\WebAdvisor\uihost.exe,Low
2026-03-02T08:22:17.6067440Z,C:\Program Files\McAfee\WebAdvisor\browserhost.exe,"""C:\Program Files\McAfee\WebAdvisor\BrowserHost.exe""  chrome-extension://fheoggkfdfchfphceeifdbepaooicaho/ --parent-window=0",C:\Windows\System32\cmd.exe,Low
2026-03-02T08:22:17.4301859Z,C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe /d /s /c """"C:\Program Files\McAfee\WebAdvisor\BrowserHost.exe"" chrome-extension://fheoggkfdfchfphceeifdbepaooicaho/ --parent-window=0"" < \\.\pipe\chrome.nativeMessaging.in.9bf0433377afa9f9 > \\.\pipe\chrome.nativeMessaging.out.9bf0433377afa9f9",C:\Program Files\Google\Chrome\Application\chrome.exe,Low
2026-03-02T08:22:16.5224290Z,C:\Users\kotra\AppData\Roaming\kingsoft\wps\addons\pool\win-i386\chromehost_1.0.2025.50\chromelauncher.exe,C:/Users/kotra/AppData/Roaming/Kingsoft/wps/addons/pool/win-i386/chromehost_1.0.2025.50/chromelauncher.exe  chrome-extension://kdpelmjpfafjppnhbloffcjpeomlnpah/ --parent-window=0,C:\Windows\System32\cmd.exe,Medium
2026-03-02T08:22:16.0568407Z,C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe /d /s /c ""C:/Users/kotra/AppData/Roaming/Kingsoft/wps/addons/pool/win-i386/chromehost_1.0.2025.50/chromelauncher.exe chrome-extension://kdpelmjpfafjppnhbloffcjpeomlnpah/ --parent-window=0"" < \\.\pipe\chrome.nativeMessaging.in.6b76d7ed5b5888a6 > \\.\pipe\chrome.nativeMessaging.out.6b76d7ed5b5888a6",C:\Program Files\Google\Chrome\Application\chrome.exe,Low
2026-03-02T08:22:08.6948607Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\5319275A.51895FA4EA97F_cv1g1gvanyjgm\LocalCache\EBWebView"" --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --embedded-browser-webview=1 --extension-process --renderer-sub-type=extension --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=10 --js-flags=""--expose-gc --ms-user-locale=en_IN"" --time-ticks-at-unix-epoch=-1772439453691936 --launch-time-ticks=274985743 --skip-read-main-dll --metrics-shmem-handle=4284,i,6631046322411426866,18193519656626545500,2097152 --field-trial-handle=2104,i,4546239432447844171,7000167311489862641,262144 --variations-seed-version --trace-process-track-uuid=3190708995682289984 --mojo-platform-channel-handle=5392 /pfhostedapp:c50ef98e1cb7ee21ac56aca7a17dbd7d5683f0ed /prefetch:9",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:22:04.2473156Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\5319275A.51895FA4EA97F_cv1g1gvanyjgm\LocalCache\EBWebView"" --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --embedded-browser-webview=1 --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --js-flags=""--expose-gc --ms-user-locale=en_IN"" --time-ticks-at-unix-epoch=-1772439453691936 --launch-time-ticks=270532322 --skip-read-main-dll --metrics-shmem-handle=4920,i,8425109565106923088,5646689285484847454,2097152 --field-trial-handle=2104,i,4546239432447844171,7000167311489862641,262144 --variations-seed-version --trace-process-track-uuid=3190708994745248135 --mojo-platform-channel-handle=4032 /pfhostedapp:c50ef98e1cb7ee21ac56aca7a17dbd7d5683f0ed /prefetch:1",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:22:00.8707190Z,C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe"" --type=gpu-process --disable-gpu-sandbox --use-gl=disabled --gpu-vendor-id=32902 --gpu-device-id=18088 --gpu-sub-system-id=195694632 --gpu-revision=12 --gpu-driver-version=32.0.101.7077 --start-stack-profiler --enable-chrome-runtime --user-data-dir=""C:\Users\kotra\AppData\Local\Steam\htmlcache"" --user-agent-product=""Valve Steam Client"" --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=6 --gpu-preferences=WAAAAAAAAADoAAAMAAAAAAAAAAAAAAAAAABgAAEAAAA4AAAAAAAAAAAAAACEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --field-trial-handle=6000,i,6058138174638217258,14908842096568105612,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BlockPromptsIfIgnoredOften,DcheckIsFatal,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --enable-logging=handle --log-file=5892 --mojo-platform-channel-handle=5600 /prefetch:10",C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,Low
2026-03-02T08:21:57.4402936Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\5319275A.51895FA4EA97F_cv1g1gvanyjgm\LocalCache\EBWebView"" --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --embedded-browser-webview=1 --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --js-flags=""--expose-gc --ms-user-locale=en_IN"" --time-ticks-at-unix-epoch=-1772439453691936 --launch-time-ticks=263734095 --skip-read-main-dll --metrics-shmem-handle=5368,i,13731042647258602459,570572434813655666,2097152 --field-trial-handle=2104,i,4546239432447844171,7000167311489862641,262144 --variations-seed-version --trace-process-track-uuid=3190708993808206286 --mojo-platform-channel-handle=4480 /pfhostedapp:c50ef98e1cb7ee21ac56aca7a17dbd7d5683f0ed /prefetch:1",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:21:56.1310296Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\5319275A.51895FA4EA97F_cv1g1gvanyjgm\LocalCache\EBWebView"" --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --embedded-browser-webview=1 --extension-process --renderer-sub-type=extension --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --js-flags=""--expose-gc --ms-user-locale=en_IN"" --time-ticks-at-unix-epoch=-1772439453691936 --launch-time-ticks=262422353 --skip-read-main-dll --metrics-shmem-handle=5268,i,15256083805029871580,12357765953140001792,2097152 --field-trial-handle=2104,i,4546239432447844171,7000167311489862641,262144 --variations-seed-version --trace-process-track-uuid=3190708992871164437 --mojo-platform-channel-handle=4320 /pfhostedapp:c50ef98e1cb7ee21ac56aca7a17dbd7d5683f0ed /prefetch:9",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:21:55.5420268Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\5319275A.51895FA4EA97F_cv1g1gvanyjgm\LocalCache\EBWebView"" --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --embedded-browser-webview=1 --extension-process --renderer-sub-type=extension --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --js-flags=""--expose-gc --ms-user-locale=en_IN"" --time-ticks-at-unix-epoch=-1772439453691936 --launch-time-ticks=261837768 --skip-read-main-dll --metrics-shmem-handle=4236,i,13943024640136988919,13716759785834464599,2097152 --field-trial-handle=2104,i,4546239432447844171,7000167311489862641,262144 --variations-seed-version --trace-process-track-uuid=3190708991934122588 --mojo-platform-channel-handle=4256 /pfhostedapp:c50ef98e1cb7ee21ac56aca7a17dbd7d5683f0ed /prefetch:9",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:21:55.5275009Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\5319275A.51895FA4EA97F_cv1g1gvanyjgm\LocalCache\EBWebView"" --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --embedded-browser-webview=1 --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --js-flags=""--expose-gc --ms-user-locale=en_IN"" --time-ticks-at-unix-epoch=-1772439453691936 --launch-time-ticks=261814155 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=3904,i,12000400479112455517,16033820656888158548,2097152 --field-trial-handle=2104,i,4546239432447844171,7000167311489862641,262144 --variations-seed-version --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3916 /pfhostedapp:c50ef98e1cb7ee21ac56aca7a17dbd7d5683f0ed /prefetch:1",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:21:55.4195900Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\5319275A.51895FA4EA97F_cv1g1gvanyjgm\LocalCache\EBWebView"" --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --embedded-browser-webview=1 --startup-read-main-dll --metrics-shmem-handle=2448,i,16520332879303936571,5537722958183372245,524288 --field-trial-handle=2104,i,4546239432447844171,7000167311489862641,262144 --variations-seed-version --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2316 /prefetch:13 /pfhostedapp:c50ef98e1cb7ee21ac56aca7a17dbd7d5683f0ed",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:21:55.3213717Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\5319275A.51895FA4EA97F_cv1g1gvanyjgm\LocalCache\EBWebView"" --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --embedded-browser-webview=1 --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --startup-read-main-dll --metrics-shmem-handle=1884,i,7529274196480195388,10453532831441202014,262144 --field-trial-handle=2104,i,4546239432447844171,7000167311489862641,262144 --variations-seed-version --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=2060 /prefetch:2 /pfhostedapp:c50ef98e1cb7ee21ac56aca7a17dbd7d5683f0ed",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
